dataset,predictor,traversal,pairing,K,dictionary_entries,pair_entropy,coverage,hits,pairs,encoded_bits,raw_bits,bpw,ratio,sha256
random,left,row,traversal,16,16,10.857532012934172,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,a06d2d3a5e18eca2e5d9b7e8d6dd5ee870a66826e221abb2ae71a06c4895ba8b
random,left,row,traversal,32,32,10.857532012934172,0.0029296875,6,2048,33412,28672,8.1572265625,1.1653180803571428,52e24b8dfe6b956892bea644c900097d93d43a06ed8f0c27da1e0c1ce981ee65
random,left,row,traversal,64,64,10.857532012934172,0.00439453125,9,2048,33903,28672,8.277099609375,1.1824428013392858,69200573649c1632299f982851c72a85520397aaff40e49806e2f079077642ed
random,left,row,traversal,128,128,10.857532012934172,0.00634765625,13,2048,34904,28672,8.521484375,1.2173549107142858,39e56a1d6bded905760bf4d52d9e1ba509ab827feadc810854a416c38b8caf3b
random,left,row,traversal,256,256,10.857532012934172,0.013671875,28,2048,36860,28672,8.9990234375,1.2855747767857142,cecb66327253b4a346dfdd635f231a3190581fbac647587eca634cc11a54a973
random,left,row,horizontal,16,16,10.857532012934172,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,cc22688f8bf5eb64af6e8747bec0433115b1538b57d733e6e0c3b9126cd25f05
random,left,row,horizontal,32,32,10.857532012934172,0.0029296875,6,2048,33412,28672,8.1572265625,1.1653180803571428,4b5b77e5c82192dc23671d278e62b1c43370941b911f7dd501952caf537d566e
random,left,row,horizontal,64,64,10.857532012934172,0.00439453125,9,2048,33903,28672,8.277099609375,1.1824428013392858,40abe8b5addcdef2045d9c6642bc92be80cefc982dd92f1542bc01ae7fb1af17
random,left,row,horizontal,128,128,10.857532012934172,0.00634765625,13,2048,34904,28672,8.521484375,1.2173549107142858,cb4fb25984f1c642b5d68e5e1c00ab68c87a8838285dbcabd7bf1731e777b6bf
random,left,row,horizontal,256,256,10.857532012934172,0.013671875,28,2048,36860,28672,8.9990234375,1.2855747767857142,c0ab99def3b9574b87a2b52b101bca002dc7fcaa85a6c4df38ba64260117ea4a
random,left,row,vertical,16,16,10.887197485347336,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,9d0c4d1b4387ffe941c1b5b753e29e6b1820ea3d0c15a258f4244c60a5b79462
random,left,row,vertical,32,32,10.887197485347336,0.001953125,4,2048,33432,28672,8.162109375,1.166015625,367a29e3ee91655705f790b9d6e733def38fd60a2cc03b373a1b61b0c2c06893
random,left,row,vertical,64,64,10.887197485347336,0.00390625,8,2048,33912,28672,8.279296875,1.1827566964285714,157994880e726cebad8e45274469684d5c2874733ce6fea13a9177d443a12de3
random,left,row,vertical,128,128,10.887197485347336,0.00927734375,19,2048,34856,28672,8.509765625,1.2156808035714286,c70ec86317540720f80994d27c2097ca300d5b88f38e32b77893ad9d0a579cdb
random,left,row,vertical,256,256,10.887197485347336,0.02001953125,41,2048,36769,28672,8.976806640625,1.2824009486607142,fc7a2a7f2b78e12d2926c09e83927830aeab8bfcd46ad42938bda43c7412ba6c
random,left,serp,traversal,16,16,10.876086700434172,0.0009765625,2,2048,33194,28672,8.10400390625,1.15771484375,5b5bc6326b8dfac6b259de901dcd7d35b7e340221d97bc7d56fc08837a3bcf27
random,left,serp,traversal,32,32,10.876086700434172,0.00146484375,3,2048,33442,28672,8.16455078125,1.1663643973214286,85cf7da27d42396e1dc19e3e18aa0f9d8688dcc1f4de92f53541196ea96f5a39
random,left,serp,traversal,64,64,10.876086700434172,0.00439453125,9,2048,33903,28672,8.277099609375,1.1824428013392858,66c5d7941b09a9236d1b96aff5d66eb659f14af9c7663d0a35dbdd33454c6f77
random,left,serp,traversal,128,128,10.876086700434172,0.0068359375,14,2048,34896,28672,8.51953125,1.2170758928571428,4fb80f3bb06743b34f8eb636dde2051c2cf1b0b4e183a4984464d978d5457b53
random,left,serp,traversal,256,256,10.876086700434172,0.0146484375,30,2048,36846,28672,8.99560546875,1.2850864955357142,6bed308540f97f50250483a294c9a01004116bd8d2df201e698920d33cf7dd81
random,left,serp,horizontal,16,16,10.867058270260502,0.0,0,2048,33216,28672,8.109375,1.1584821428571428,46a86b382969afc73d93c24bf3b09ab28f7ea4e6b6414c55cbaa90bf1016f6e5
random,left,serp,horizontal,32,32,10.867058270260502,0.001953125,4,2048,33432,28672,8.162109375,1.166015625,10e4f3d39dbb291566c3bafe56d0cfe20908b2771504ecfd756bf9aa42e98f97
random,left,serp,horizontal,64,64,10.867058270260502,0.00244140625,5,2048,33939,28672,8.285888671875,1.1836983816964286,2e0d2a5bdd61d290eb58b4a464b94d25cbb9c3d5206691e26c3e274892b6f964
random,left,serp,horizontal,128,128,10.867058270260502,0.0068359375,14,2048,34896,28672,8.51953125,1.2170758928571428,3987852ea44f9e2a7d866f4fadfbce0434f3e140d3239a84f69cd67e4db99a89
random,left,serp,horizontal,256,256,10.867058270260502,0.01318359375,27,2048,36867,28672,9.000732421875,1.2858189174107142,c87e628ad53624c56c2e87ec5fceaf254ad12488378ca94125e40a00b68b6c76
random,left,serp,vertical,16,16,10.878777020260502,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,55f2f04b6c761a8e09811e2f917da88fd924d8a7965f97743e05f46b310767ee
random,left,serp,vertical,32,32,10.878777020260502,0.00146484375,3,2048,33442,28672,8.16455078125,1.1663643973214286,4ea49c50ee872ce5a277030a212a0feed396220a7f55d891fd7f84ea7f2f8866
random,left,serp,vertical,64,64,10.878777020260502,0.0029296875,6,2048,33930,28672,8.28369140625,1.1833844866071428,219355c381438fe91c579d1f78173f021d1982904ae4d47638ac27976b05569d
random,left,serp,vertical,128,128,10.878777020260502,0.005859375,12,2048,34912,28672,8.5234375,1.2176339285714286,62faf65de9415eefb5ee05ba394a0e24159d10d17e9c00e60d62faf0e9da5eb3
random,left,serp,vertical,256,256,10.878777020260502,0.01513671875,31,2048,36839,28672,8.993896484375,1.2848423549107142,4949f941adbc5b90f831896bd269c616d796480cbb8e61ccdbde35cb3ae33304
random,left,col,traversal,16,16,10.884267797847336,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,344dd035c822312765772948d0b146420d522bbb620078a4f4e48e944addb16e
random,left,col,traversal,32,32,10.884267797847336,0.001953125,4,2048,33432,28672,8.162109375,1.166015625,6fe79f87e27c29a27485f60865adcb1e550bb562ae853880321cfdb1f2adb739
random,left,col,traversal,64,64,10.884267797847336,0.00390625,8,2048,33912,28672,8.279296875,1.1827566964285714,1e48d538f43bba425a2bac5763bb6df976b57663b7722ff24b9a15f953b8f54c
random,left,col,traversal,128,128,10.884267797847336,0.00830078125,17,2048,34872,28672,8.513671875,1.2162388392857142,41878c003233d46afa83d0adbbd1214e677f7a8d704c67c454ddfbdb283c7840
random,left,col,traversal,256,256,10.884267797847336,0.01708984375,35,2048,36811,28672,8.987060546875,1.2838657924107142,ad9099e82a714dedafd061de6f8ed8126fab9a4b8bc4e66d358a1762d51b0df0
random,left,col,horizontal,16,16,10.857900610347336,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,3d71c992f4f797eb7fd68658675583507e3e8dc5fb12069839bba769a9caddb1
random,left,col,horizontal,32,32,10.857900610347336,0.0029296875,6,2048,33412,28672,8.1572265625,1.1653180803571428,8851eba2b84fb33fe25a67d9a8a6e0265e233a03b07f258861097a1caa8465bb
random,left,col,horizontal,64,64,10.857900610347336,0.0048828125,10,2048,33894,28672,8.27490234375,1.18212890625,221d6003a5a2cb71d62c432bdb4b1c7dcf23c69f0160c4ceba3c349da119ba13
random,left,col,horizontal,128,128,10.857900610347336,0.00732421875,15,2048,34888,28672,8.517578125,1.216796875,d6eb2be7f7f1bf60d324f8cb2c3a0e746493985b29bb2378d9deb246d17cf8ad
random,left,col,horizontal,256,256,10.857900610347336,0.015625,32,2048,36832,28672,8.9921875,1.2845982142857142,8dc5631e1e0009017b550186be0707601a208ab592a457d272126cf88831d8f5
random,left,col,vertical,16,16,10.884267797847336,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,2e1a4c12b6faebbb71456040da46359f559d1a76a4d2e3d07733394ba9fbc520
random,left,col,vertical,32,32,10.884267797847336,0.001953125,4,2048,33432,28672,8.162109375,1.166015625,93f9849f2a410aae21bfb3b9f2359f91d485f9a6a0663948fd6fcbba78ed5f78
random,left,col,vertical,64,64,10.884267797847336,0.00390625,8,2048,33912,28672,8.279296875,1.1827566964285714,9695e961a5ffd5719e4bf16ee0835256a46167dde22cfaab6f4c4bc86fb418d9
random,left,col,vertical,128,128,10.884267797847336,0.00830078125,17,2048,34872,28672,8.513671875,1.2162388392857142,65be8ed51a0881757efabc319ee058b6dc5c8c0cb187b5cf39bed08f6b7fed6a
random,left,col,vertical,256,256,10.884267797847336,0.01708984375,35,2048,36811,28672,8.987060546875,1.2838657924107142,05b4417fae69798071266c2040ca9fbb8633af00ae2f74c09d647f36857bf34e
random,left,col_serp,traversal,16,16,10.895249353021006,0.00146484375,3,2048,33183,28672,8.101318359375,1.1573311941964286,dfb8ff7d1d5e776f5628bbf03bd754c830eafd2acdc0ae218c47a194ab362548
random,left,col_serp,traversal,32,32,10.895249353021006,0.00341796875,7,2048,33402,28672,8.15478515625,1.1649693080357142,57be4b1235f332eb78739fa06987398c7d812775a37118e4efff652075190951
random,left,col_serp,traversal,64,64,10.895249353021006,0.0048828125,10,2048,33894,28672,8.27490234375,1.18212890625,d415b4288de67c7f80b717f0b3f2d7841734c11abbce60db5f43ab3168d59e8f
random,left,col_serp,traversal,128,128,10.895249353021006,0.00927734375,19,2048,34856,28672,8.509765625,1.2156808035714286,fd12cc96eed1602e58cf80433d9bf15ccd49e69a42f88124759c47bba879dada
random,left,col_serp,traversal,256,256,10.895249353021006,0.01708984375,35,2048,36811,28672,8.987060546875,1.2838657924107142,64b049e3d21942c140f7eebf74593c3724ef07961dabc091fcc6c654db7ece5d
random,left,col_serp,horizontal,16,16,10.857900610347336,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,9a5e31e864f9c588ef89912c8f876485050b064696578ed344ac4d84f87a5c50
random,left,col_serp,horizontal,32,32,10.857900610347336,0.0029296875,6,2048,33412,28672,8.1572265625,1.1653180803571428,0ded11108b3e0a3aab27a3e71a468e7806f125cdd352a807aba1d5ee41c8eaa0
random,left,col_serp,horizontal,64,64,10.857900610347336,0.0048828125,10,2048,33894,28672,8.27490234375,1.18212890625,496d43946f5d243d25630c2c9a440760bb0aa993117aa8e60c53cd3984aa77f5
random,left,col_serp,horizontal,128,128,10.857900610347336,0.00732421875,15,2048,34888,28672,8.517578125,1.216796875,91fc1770de4e34dbf5d6bd83058f9ea439e0f40cfe8a4887055a10381f3a593d
random,left,col_serp,horizontal,256,256,10.857900610347336,0.015625,32,2048,36832,28672,8.9921875,1.2845982142857142,8cc6e1a598b09ece95c232583006c6fe3dbd5309b9dac2034dbd492f080e31ec
random,left,col_serp,vertical,16,16,10.884267797847336,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,3439959941c1ddb27e73974f7b4f176621483f88231679ed00b69dab9f34bfec
random,left,col_serp,vertical,32,32,10.884267797847336,0.001953125,4,2048,33432,28672,8.162109375,1.166015625,2cac63df61da77d8b32ddd0562de19f5b7888033c5d30803f370f722e96d7d50
random,left,col_serp,vertical,64,64,10.884267797847336,0.00390625,8,2048,33912,28672,8.279296875,1.1827566964285714,dc9f31d96f6913b4efa331e6e33c9dffabb3fb70341012ac81d23c46f082d0c8
random,left,col_serp,vertical,128,128,10.884267797847336,0.00830078125,17,2048,34872,28672,8.513671875,1.2162388392857142,56e1bd33222739ffba6872d4e781b09e2a5f6489e80b180fb4117cca59c779ef
random,left,col_serp,vertical,256,256,10.884267797847336,0.01708984375,35,2048,36811,28672,8.987060546875,1.2838657924107142,cef54c68132d5210e9de2d11f3cd39050b134bd2622de843f0b83d20b9bb65fc
random,up,row,traversal,16,16,10.869250762934172,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,e53dc6651b81ad094fdd3f8f9f86be63a6deb28498f97e455d003b7c0f995b57
random,up,row,traversal,32,32,10.869250762934172,0.0009765625,2,2048,33452,28672,8.1669921875,1.1667131696428572,d37cca46ed685c4542e7842f30637e1e4cec111790821dd9cd7dd259fb6dd96c
random,up,row,traversal,64,64,10.869250762934172,0.0029296875,6,2048,33930,28672,8.28369140625,1.1833844866071428,dcba7a21e3e7d70db2dc2e74ef96b855d8cbaa60ea3c948987698024b85e9087
random,up,row,traversal,128,128,10.869250762934172,0.00732421875,15,2048,34888,28672,8.517578125,1.216796875,404be23ea2128c28f6abde2009b6caf90fdbd6f7264a6066ac8670c260e57a48
random,up,row,traversal,256,256,10.869250762934172,0.01513671875,31,2048,36839,28672,8.993896484375,1.2848423549107142,ce75f16d65fafcf5cb0152e110ec1b3a3e93599d138b231b60e11764cadb2250
random,up,row,horizontal,16,16,10.869250762934172,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,130312c16e06b295ff455de8548b3d04bf5c52088c5317554f48fb6e8bb2f886
random,up,row,horizontal,32,32,10.869250762934172,0.0009765625,2,2048,33452,28672,8.1669921875,1.1667131696428572,4568acd60173b7f6b8c60f407269894dfd20271abb7fdb5f451a2b5a8ee83dd6
random,up,row,horizontal,64,64,10.869250762934172,0.0029296875,6,2048,33930,28672,8.28369140625,1.1833844866071428,e5e5d2d687fc8a122d552412bac5b845021ed8c76f2f0061e2ed4285eb9ff474
random,up,row,horizontal,128,128,10.869250762934172,0.00732421875,15,2048,34888,28672,8.517578125,1.216796875,1102d1f0ddea207c59a315626ea54c2263e90097a53d8d6d32ab1a7a57ff4014
random,up,row,horizontal,256,256,10.869250762934172,0.01513671875,31,2048,36839,28672,8.993896484375,1.2848423549107142,f54e78f23ef30ff6c2e0defb33c36c66e9da46b60bf6ca7623f52c22ac50bf34
random,up,row,vertical,16,16,10.871682623281508,0.0009765625,2,2048,33194,28672,8.10400390625,1.15771484375,73dc3abe0db3f4171b0628bb852b26ca6983e5b5c33aa12e795a45de17ce2d59
random,up,row,vertical,32,32,10.871682623281508,0.00244140625,5,2048,33422,28672,8.15966796875,1.1656668526785714,60f9d59fa4046686abdf0c8a77b6acaa259494e341aa3b248731f197ddbb8b1c
random,up,row,vertical,64,64,10.871682623281508,0.005859375,12,2048,33876,28672,8.2705078125,1.1815011160714286,99b319229a426eceadb028e12f088652609de147241d211ea8bdbc735ba023e3
random,up,row,vertical,128,128,10.871682623281508,0.00927734375,19,2048,34856,28672,8.509765625,1.2156808035714286,6129b22c8383ff5a9bcd8d463d0e011d4143d98fa27c5b847d2fcb87b9c5cc73
random,up,row,vertical,256,256,10.871682623281508,0.01806640625,37,2048,36797,28672,8.983642578125,1.2833775111607142,5c92aae09a26750ad80f93da310db7ae14aacf4bd53ee60514b348918f7ffacd
random,up,serp,traversal,16,16,10.871203887934172,0.00146484375,3,2048,33183,28672,8.101318359375,1.1573311941964286,676af21d97d9c86cef286e3614fd11da5be425a60b708cdfe2725845571969ed
random,up,serp,traversal,32,32,10.871203887934172,0.00146484375,3,2048,33442,28672,8.16455078125,1.1663643973214286,74eb9bc5d02d309c338754a6b4009820c2b8913ac1158c081c24a9d7a97b2e1d
random,up,serp,traversal,64,64,10.871203887934172,0.00341796875,7,2048,33921,28672,8.281494140625,1.1830705915178572,5e26525ab79d5cd915e9647b4853651a93a26cb4a0fae04587bc9b7062ceb0d5
random,up,serp,traversal,128,128,10.871203887934172,0.005859375,12,2048,34912,28672,8.5234375,1.2176339285714286,6e63503629b9b9f3d2b9ad68d3081d9dfd7e2e16f51c3ad3df01846afe8afec1
random,up,serp,traversal,256,256,10.871203887934172,0.013671875,28,2048,36860,28672,8.9990234375,1.2855747767857142,5f5c86deaec3912cad040deb1937e29c2d2d2ded7ef2129cc3a896ba1e159301
random,up,serp,horizontal,16,16,10.869250762934172,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,3c79eb9b96c5d3d4c338cfd36ec7d513f550e176d342bcf477c428073930c5d7
random,up,serp,horizontal,32,32,10.869250762934172,0.0009765625,2,2048,33452,28672,8.1669921875,1.1667131696428572,fe4f62cf2190629a8dda630a6925aa13784722af3f8f78d7f5d4190e6a313838
random,up,serp,horizontal,64,64,10.869250762934172,0.0029296875,6,2048,33930,28672,8.28369140625,1.1833844866071428,33b430072ddd856ac610f6bd17df7ec397fcc73e03584d9772d586b1c644b7c2
random,up,serp,horizontal,128,128,10.869250762934172,0.00732421875,15,2048,34888,28672,8.517578125,1.216796875,de20729481b67842f2b3a3eb24dda353ebfd6f7a09887037ab5806bb6c3962db
random,up,serp,horizontal,256,256,10.869250762934172,0.01513671875,31,2048,36839,28672,8.993896484375,1.2848423549107142,4267acc764d01a211b7b8bb31719413af0a62bba623f267935457cac638b433a
random,up,serp,vertical,16,16,10.871682623281508,0.0009765625,2,2048,33194,28672,8.10400390625,1.15771484375,a2d12e02916aa8d279585baa6fb24dc9529e172aad15cec80e569e784abebf7a
random,up,serp,vertical,32,32,10.871682623281508,0.00244140625,5,2048,33422,28672,8.15966796875,1.1656668526785714,212efb92ce7724a8ad00d009b066cab59ec7c68c37ee07be436c94d85b65d46d
random,up,serp,vertical,64,64,10.871682623281508,0.005859375,12,2048,33876,28672,8.2705078125,1.1815011160714286,5726f7a989fcce52bc3c7c0f8f09dbfd4591ba012d43b5b1c9221e3e8db4932f
random,up,serp,vertical,128,128,10.871682623281508,0.00927734375,19,2048,34856,28672,8.509765625,1.2156808035714286,72133fb919cefae633c6cf4d2dfb010f943ec03e2adbb998b6469e93aa3f90e1
random,up,serp,vertical,256,256,10.871682623281508,0.01806640625,37,2048,36797,28672,8.983642578125,1.2833775111607142,08de8191c173a189cdd8d463f3368c70e2f78c2c2205aa293bc7437cc75971e9
random,up,col,traversal,16,16,10.873635748281508,0.0009765625,2,2048,33194,28672,8.10400390625,1.15771484375,092014167dd0d8dd8892c8cdef5e6643368438994027a0ff7f96d24a054f9703
random,up,col,traversal,32,32,10.873635748281508,0.00244140625,5,2048,33422,28672,8.15966796875,1.1656668526785714,0017c9fdffbe308ce9d3b06b35eb99d5db7356e40b7dd227716b2dcbd9980edc
random,up,col,traversal,64,64,10.873635748281508,0.0048828125,10,2048,33894,28672,8.27490234375,1.18212890625,f488621b2738a2c8aadc39116973eafe78468955647fb56c9dcf15880e80993c
random,up,col,traversal,128,128,10.873635748281508,0.00927734375,19,2048,34856,28672,8.509765625,1.2156808035714286,bad7f929694f80620e7fe1797e80c4d33fe96877cfc5ef234d2e6d683cf6cd7c
random,up,col,traversal,256,256,10.873635748281508,0.0185546875,38,2048,36790,28672,8.98193359375,1.2831333705357142,655db9210c6c4a23fd1a5e0873c8e4ae19994fae220c569706b8fbd3201770f6
random,up,col,horizontal,16,16,10.865344512934172,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,4856459251feacad6962536dc9004cb5eb427f3648faba582cfe9cc72865f66e
random,up,col,horizontal,32,32,10.865344512934172,0.0009765625,2,2048,33452,28672,8.1669921875,1.1667131696428572,c47270a914359bc7ddc2d7b921a40241fceea40a4357a64539cd89d376edde8a
random,up,col,horizontal,64,64,10.865344512934172,0.00341796875,7,2048,33921,28672,8.281494140625,1.1830705915178572,1c2cf101e583645244d1335914a683b5416c63e11d7f71e74e3f75273cdee6dc
random,up,col,horizontal,128,128,10.865344512934172,0.0078125,16,2048,34880,28672,8.515625,1.2165178571428572,05306d3233c5c3c0bb3366d48b1a1045dfca604294605d38582107966555b983
random,up,col,horizontal,256,256,10.865344512934172,0.01611328125,33,2048,36825,28672,8.990478515625,1.2843540736607142,072e6b76be3351fca2b6dcb7c211c79e621153418a0b7110c70ddf8e209363d8
random,up,col,vertical,16,16,10.873635748281508,0.0009765625,2,2048,33194,28672,8.10400390625,1.15771484375,e30d813fb60f0dd89d81a45660369f635d245c535ddf07419526487178cdd0bb
random,up,col,vertical,32,32,10.873635748281508,0.00244140625,5,2048,33422,28672,8.15966796875,1.1656668526785714,442507273e2411c6a19d260f2ab69c3715f7d63763a22f7825bfd23e06dbf529
random,up,col,vertical,64,64,10.873635748281508,0.0048828125,10,2048,33894,28672,8.27490234375,1.18212890625,8436b9ea4e05fd8b1b05c60e8c4c1adf628cd184ecc52fca2da9cc35be5686a6
random,up,col,vertical,128,128,10.873635748281508,0.00927734375,19,2048,34856,28672,8.509765625,1.2156808035714286,3688a40c65d28c6620628883a5bc2ae51b056e94019a2bc82e614d08fbe751f6
random,up,col,vertical,256,256,10.873635748281508,0.0185546875,38,2048,36790,28672,8.98193359375,1.2831333705357142,4fce33d55bd96a335bf03c91dbe5a07e26d5dbbe876e21d03fc9c9a405944766
random,up,col_serp,traversal,16,16,10.856296990955176,0.001953125,4,2048,33172,28672,8.0986328125,1.1569475446428572,06e25e74c34d13e0a90ebe8f5fbdf2d18805e9b6c35c672f6b57368064b7e79e
random,up,col_serp,traversal,32,32,10.856296990955176,0.00439453125,9,2048,33382,28672,8.14990234375,1.1642717633928572,f1a17dd465d824baef39f1815d7b891b663a22e3c2a2fa3b720e77ef654c4d79
random,up,col_serp,traversal,64,64,10.856296990955176,0.00927734375,19,2048,33813,28672,8.255126953125,1.1793038504464286,f9d8c5ee69e7bd8d53fc7631cea45e64545e475add37f6bf16270bf32742f4b0
random,up,col_serp,traversal,128,128,10.856296990955176,0.01318359375,27,2048,34792,28672,8.494140625,1.2134486607142858,baa71d9b39792f18842240fb6299a4df27389f0a4eaa803019b9dea77f787676
random,up,col_serp,traversal,256,256,10.856296990955176,0.02099609375,43,2048,36755,28672,8.973388671875,1.2819126674107142,cd2cb44a8f886a5df8bfaa24f67f2951d143e55f0a6733e484976fdc64acc752
random,up,col_serp,horizontal,16,16,10.893794055173668,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,557af93bff7d1c3f85194daa070c4d28e06ec769ff9039e8589ccefb962b90a9
random,up,col_serp,horizontal,32,32,10.893794055173668,0.0009765625,2,2048,33452,28672,8.1669921875,1.1667131696428572,2aaade17cc666b04c32fe97d0c9619116c7db79033a076a06108fe6ef277a9d5
random,up,col_serp,horizontal,64,64,10.893794055173668,0.00146484375,3,2048,33957,28672,8.290283203125,1.184326171875,558371459ad32eadd3182524c22325cf9e044fa582d1d223dad0c75375fcd7d8
random,up,col_serp,horizontal,128,128,10.893794055173668,0.0048828125,10,2048,34928,28672,8.52734375,1.2181919642857142,816276b82c6332e54008f99b39f8b734eb250e4a2313b7f095c3521bf4c039a6
random,up,col_serp,horizontal,256,256,10.893794055173668,0.0146484375,30,2048,36846,28672,8.99560546875,1.2850864955357142,2c6dee334eb989f595015108549eeb00210e31393b5278eea5829adc7b351b38
random,up,col_serp,vertical,16,16,10.871811853021006,0.00146484375,3,2048,33183,28672,8.101318359375,1.1573311941964286,665819d733f26eff735c7c1f5770baf66499bc77fbc748f39c1d6ace4bfe7bee
random,up,col_serp,vertical,32,32,10.871811853021006,0.00439453125,9,2048,33382,28672,8.14990234375,1.1642717633928572,fc768122d84b2e462aa76d1ca8030ca264f78dd2c30dea9747c6a18d7878cf25
random,up,col_serp,vertical,64,64,10.871811853021006,0.0068359375,14,2048,33858,28672,8.26611328125,1.1808733258928572,8556e181ea6b4938f1fd867af95e6309543c8867406f693d04c337d03236cd6b
random,up,col_serp,vertical,128,128,10.871811853021006,0.0087890625,18,2048,34864,28672,8.51171875,1.2159598214285714,d28499104ddb4f279ea03c3bbcc6aa09391856620ced809a531e4b424cdc488f
random,up,col_serp,vertical,256,256,10.871811853021006,0.017578125,36,2048,36804,28672,8.9853515625,1.2836216517857142,21831a89e95b467fca707a1ef4efb4f14733cff67046c2f70e2801a545e2571b
random,previous,row,traversal,16,16,10.857532012934172,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,7edeb219700744ee9bbfd94993b122b0d38932639ae5638089ab48f562095e5f
random,previous,row,traversal,32,32,10.857532012934172,0.0029296875,6,2048,33412,28672,8.1572265625,1.1653180803571428,1beffdd327c951eddae641a8ba09ec528d6150e712c2d4f318f2e108d9cc5ce7
random,previous,row,traversal,64,64,10.857532012934172,0.00439453125,9,2048,33903,28672,8.277099609375,1.1824428013392858,dfd817eed176c6e21af158b04ddf8a4bb36c13ba48c7192d6f619549bd8f21b3
random,previous,row,traversal,128,128,10.857532012934172,0.00634765625,13,2048,34904,28672,8.521484375,1.2173549107142858,3cbb192e0c05029b17d7c597314e4512bfdae8cad55435b6b9d56df6f1c17ded
random,previous,row,traversal,256,256,10.857532012934172,0.013671875,28,2048,36860,28672,8.9990234375,1.2855747767857142,df0466e0945497ae8b17146b5efc84df8fe3007617e98108752ce287487aa728
random,previous,row,horizontal,16,16,10.857532012934172,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,0ae169f51eb50ec95144d5cdb5cd419331bed6cd4a113d2dae854985b16b5864
random,previous,row,horizontal,32,32,10.857532012934172,0.0029296875,6,2048,33412,28672,8.1572265625,1.1653180803571428,7b366207ccc4b976d4296771d699ace004ee8a7ed1dbfd56f93d16f41df56c77
random,previous,row,horizontal,64,64,10.857532012934172,0.00439453125,9,2048,33903,28672,8.277099609375,1.1824428013392858,28ec77af9c86d13f34516f62dab836ceecbecdd5f75e748b41863c294884783f
random,previous,row,horizontal,128,128,10.857532012934172,0.00634765625,13,2048,34904,28672,8.521484375,1.2173549107142858,7ea299a299f23c72fb21b9020789814e3173ddb83c1588e86e964f2e9817c75b
random,previous,row,horizontal,256,256,10.857532012934172,0.013671875,28,2048,36860,28672,8.9990234375,1.2855747767857142,56c92384fdb88ebcc0de3c936abc9c7c89fe7a55dfabbe0665a39b82ae5bf715
random,previous,row,vertical,16,16,10.887197485347336,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,f0289109f4c9c4a2aae8e9d296eba6687ad108d391eb8e432b0c992f817695e0
random,previous,row,vertical,32,32,10.887197485347336,0.001953125,4,2048,33432,28672,8.162109375,1.166015625,07053f36a215f34fbbd0aff8848074ef33174024d83d3b22dba10f4edf3c0f1d
random,previous,row,vertical,64,64,10.887197485347336,0.00390625,8,2048,33912,28672,8.279296875,1.1827566964285714,00359fc74a4160c6fe7f737b8da28192afc7cb579521d079f1d240b81783d6d2
random,previous,row,vertical,128,128,10.887197485347336,0.00927734375,19,2048,34856,28672,8.509765625,1.2156808035714286,7c6f23463c7446eddf27d2bced2b23ed6ffb32ac5de4420286f69d200d0a8a05
random,previous,row,vertical,256,256,10.887197485347336,0.02001953125,41,2048,36769,28672,8.976806640625,1.2824009486607142,7c03fd31b9fd5c990d4e37257fd2d62295edb4e87b55767658d20b7477d46926
random,previous,serp,traversal,16,16,10.876086700434172,0.0009765625,2,2048,33194,28672,8.10400390625,1.15771484375,4e8caf09572043e1bc9ccbb1254eca6d83c0fa193a69b49d53bf2b28d402aeb5
random,previous,serp,traversal,32,32,10.876086700434172,0.00146484375,3,2048,33442,28672,8.16455078125,1.1663643973214286,66014d3f987a9ca30b5b6d04c32e729796414d301029a7fd58e34f5a4160454a
random,previous,serp,traversal,64,64,10.876086700434172,0.00439453125,9,2048,33903,28672,8.277099609375,1.1824428013392858,b6b02aaf0ec3990108fd07f31a39ce3e3235bcfb12e2cf3385f14bf9d372d431
random,previous,serp,traversal,128,128,10.876086700434172,0.0068359375,14,2048,34896,28672,8.51953125,1.2170758928571428,7d5bf3abbc43d470bee6f930d38929e1bf18d7cd6b01aa01a728fde96ddc428c
random,previous,serp,traversal,256,256,10.876086700434172,0.0146484375,30,2048,36846,28672,8.99560546875,1.2850864955357142,52dd837adc6e1c0bc83e1737cac679e07a7cb4198dad35bdf38ea94a44250637
